Time difference,Voltage difference
0.008,0.0244140625
0.006999999999999999,-0.0048828125
0.008,0.0048828125
0.008,0.0048828125
0.008,-0.0048828125
0.006999999999999999,0.0048828125
0.008,0.0048828125
0.008,-0.0048828125
0.007000000000000006,0.0
0.007999999999999993,0.0146484375
0.008000000000000007,-0.0048828125
0.007999999999999993,0.0
0.007000000000000006,0.009765625
0.007999999999999993,-0.009765625
0.008000000000000007,0.0146484375
0.007999999999999993,-0.009765625
0.007000000000000006,0.009765625
0.008000000000000007,0.0
0.00799999999999998,0.0048828125
0.008000000000000007,0.0048828125
0.007000000000000006,0.0
0.008000000000000007,0.0
0.00799999999999998,0.0048828125
0.008000000000000007,0.0048828125
0.008000000000000007,0.0
0.007000000000000006,0.0
0.00799999999999998,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.00799999999999998,0.0048828125
0.007000000000000006,-0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.008000000000000007,0.0048828125
0.008000000000000007,-0.0048828125
0.007999999999999952,0.009765625
0.007000000000000006,0.0
0.008000000000000007,0.0048828125
0.008000000000000007,0.0048828125
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0048828125
0.008000000000000007,0.0048828125
0.008000000000000007,-0.0048828125
0.006999999999999951,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.009765625
0.008000000000000007,-0.0048828125
0.008000000000000007,0.009765625
0.008000000000000007,-0.0048828125
0.008000000000000007,0.009765625
0.008000000000000007,-0.0048828125
0.006999999999999951,0.009765625
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0048828125
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.007999999999999952,0.0
0.007000000000000006,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.01953125
0.008000000000000007,-0.009765625
0.008000000000000007,0.0
0.007000000000000006,0.0048828125
0.008000000000000007,0.0
0.007000000000000006,0.0
0.008000000000000007,0.0048828125
0.008000000000000007,0.0
0.007000000000000006,0.0048828125
0.008000000000000007,0.0048828125
0.007999999999999896,0.0
0.008000000000000007,0.0
0.007000000000000006,-0.0048828125
0.008000000000000007,0.009765625
0.008000000000000007,0.0
0.007000000000000006,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0048828125
0.007000000000000006,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.007000000000000006,-0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.009765625
0.007000000000000006,0.0048828125
0.007999999999999896,0.0048828125
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0048828125
0.007000000000000006,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.0
0.007000000000000006,0.0
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0048828125
0.007000000000000006,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.007000000000000006,0.0
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0
0.006999999999999895,0.009765625
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.007000000000000006,0.0
0.008000000000000007,0.0
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.007000000000000006,0.0
0.008000000000000007,0.0048828125
0.008000000000000007,-0.009765625
0.007000000000000006,0.0048828125
0.008000000000000007,0.009765625
0.008000000000000007,-0.0048828125
0.007000000000000006,0.009765625
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0048828125
0.007999999999999896,0.0
0.007000000000000006,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.007000000000000006,0.0
0.008000000000000007,0.0048828125
0.008000000000000007,0.0
0.008000000000000007,0.009765625
0.007000000000000006,-0.0048828125
0.008000000000000007,-0.0048828125
0.008000000000000007,0.0048828125
0.006999999999999895,0.0
0.008000000000000007,0.0048828125
0.008000000000000007,0.0
0.007000000000000117,0.0
0.008000000000000007,0.009765625
0.008000000000000007,0.0
0.008000000000000007,0.0
0.008000000000000007,0.0048828125
0.006999999999999895,-0.0048828125
0.008000000000000007,0.0048828125
0.008000000000000007,0.0048828125
