Time,Voltage
,
0,0.034179688
11.235,3.745117188
,
11.245,3.759765625
,
11.255,3.754882813
,
11.265,3.76953125
,
11.275,3.764648438
,
11.285,3.774414063
,
11.295,3.759765625
,
11.305,3.779296875
,
11.315,3.76953125
,
11.325,3.784179688
,
11.335,3.76953125
,
11.345,3.7890625
,
11.355,3.774414063
,
11.365,3.7890625
,
11.375,3.779296875
,
11.385,3.798828125
,
11.395,3.7890625
,
11.405,3.798828125
,
11.415,3.793945313
,
11.425,3.798828125
,
11.435,3.779296875
,
11.445,3.80859375
,
11.455,3.803710938
,
11.465,3.80859375
,
11.475,3.803710938
,
11.485,3.813476563
,
11.495,3.798828125
,
11.505,3.818359375
,
11.515,3.813476563
,
11.525,3.823242188
,
11.535,3.80859375
,
11.545,3.828125
,
11.555,3.813476563
,
11.565,3.828125
,
11.575,3.818359375
,
11.585,3.818359375
,
11.595,3.823242188
,
11.605,3.823242188
,
11.615,3.828125
,
11.625,3.842773438
,
11.635,3.828125
,
11.645,3.84765625
,
11.655,3.833007813
,
11.665,3.84765625
,
11.675,3.833007813
,
11.685,3.852539063
,
11.695,3.842773438
,
11.705,3.857421875
,
11.715,3.84765625
,
11.725,3.857421875
,
11.735,3.852539063
,
11.745,3.8671875
,
11.755,3.852539063
,
11.765,3.8671875
,
11.776,3.857421875
,
11.785,3.876953125
,
11.795,3.862304688
,
11.805,3.872070313
,
11.816,3.862304688
,
11.826,3.881835938
,
11.836,3.872070313
,
11.846,3.876953125
,
11.856,3.876953125
,
11.866,3.88671875
,
11.876,3.876953125
,
11.886,3.891601563
,
11.896,3.881835938
,
11.906,3.891601563
,
11.916,3.88671875
,
11.926,3.896484375
,
11.936,3.891601563
,
11.946,3.901367188
,
11.956,3.876953125
,
11.966,3.90625
,
11.976,3.901367188
,
11.986,3.916015625
,
11.996,3.901367188
,
12.006,3.916015625
,
12.016,3.90625
,
12.026,3.920898438
,
12.036,3.916015625
,
12.046,3.920898438
,
12.056,3.911132813
,
12.066,3.92578125
,
12.076,3.916015625
,
12.086,3.930664063
,
12.096,3.911132813
,
12.106,3.935546875
,
12.116,3.92578125
,
12.126,3.940429688
,
12.136,3.92578125
,
12.146,3.9453125
,
12.156,3.935546875
,
12.166,3.9453125
,
12.176,3.935546875
,
12.186,3.950195313
,
12.196,3.940429688
,
12.206,3.950195313
,
12.216,3.9453125
,
12.226,3.955078125
,
12.236,3.950195313
,
12.246,3.959960938
,
12.256,3.955078125
,
12.266,3.96484375
,
12.276,3.955078125
,
12.286,3.959960938
,
12.296,3.96484375
,
12.306,3.974609375
,
12.316,3.96484375
,
12.326,3.979492188
,
12.336,3.969726563
,
12.346,3.979492188
,
12.356,3.969726563
,
12.366,3.984375
,
12.376,3.974609375
,
12.386,3.984375
,
12.396,3.984375
,
12.406,3.989257813
,
12.416,3.989257813
,
12.426,3.999023438
,
12.436,3.984375
,
12.446,3.994140625
,
12.456,3.999023438
,
12.466,4.008789063
,
12.476,3.994140625
,
12.486,4.00390625
,
12.496,3.999023438
,
12.507,4.013671875
,
12.516,4.00390625
,
12.526,4.013671875
,
12.536,4.00390625
,
12.547,4.018554688
,
12.557,4.00390625
,
12.567,4.0234375
,
12.577,4.008789063
,
12.587,4.028320313
,
12.597,4.0234375
,
12.607,4.0234375
,
12.617,4.0234375
,
12.627,4.033203125
,
12.637,4.0234375
,
12.647,4.0234375
,
12.657,4.0234375
,
12.667,4.04296875
,
12.677,4.033203125
,
12.687,4.04296875
,
12.697,4.033203125
,
12.707,4.038085938
,
12.717,4.04296875
,
12.727,4.052734375
,
12.737,4.04296875
,
12.747,4.057617188
,
12.757,4.047851563
,
12.767,4.047851563
,
12.777,4.047851563
,
12.787,4.067382813
,
12.797,4.052734375
,
12.807,4.047851563
,
12.817,4.0625
,
12.827,4.057617188
,
12.837,4.0625
,
12.847,4.072265625
,
12.857,4.0625
,
12.867,4.077148438
,
12.877,4.072265625
,
12.887,4.08203125
,
12.897,4.0625
,
12.907,4.086914063
,
12.917,4.072265625
,
12.927,4.091796875
,
12.937,4.077148438
,
12.947,4.096679688
,
12.957,4.086914063
,
12.967,4.096679688
,
12.977,4.086914063
,
12.987,4.1015625
,
12.997,4.091796875
,
13.007,4.106445313
,
13.017,4.091796875
,
13.027,4.106445313
,
13.037,4.1015625
,
13.047,4.111328125
,
13.057,4.1015625
,
13.067,4.116210938
,
13.077,4.106445313
,
13.087,4.125976563
,
13.097,4.106445313
,
13.107,4.12109375
,
13.117,4.116210938
,
13.127,4.125976563
,
13.137,4.12109375
,
13.147,4.130859375
,
13.157,4.12109375
,
13.168,4.135742188
,
13.177,4.12109375
,
13.187,4.130859375
,
13.197,4.130859375
,
13.208,4.150390625
,
13.218,4.116210938
,
13.228,4.145507813
,
13.238,4.135742188
,
13.248,4.145507813
,
13.258,4.140625
,
13.268,4.150390625
,
13.278,4.145507813
,
13.288,4.16015625
,
13.298,4.150390625
,
13.308,4.16015625
,
13.318,4.145507813
,
13.328,4.165039063
,
13.338,4.150390625
,
13.348,4.150390625
,
13.358,4.150390625
,
13.368,4.16015625
,
13.378,4.16015625
,
13.388,4.174804688
,
13.398,4.16015625
,
13.408,4.174804688
,
13.418,4.169921875
,
13.428,4.184570313
,
13.438,4.169921875
,
13.448,4.189453125
,
13.458,4.169921875
,
13.468,4.184570313
,
13.478,4.1796875
,
13.488,4.194335938
,
13.498,4.1796875
,
13.508,4.189453125
,
13.518,4.184570313
,
13.528,4.204101563
,
13.538,4.189453125
,
13.548,4.204101563
,
13.558,4.189453125
,
13.568,4.208984375
,
13.578,4.194335938
,
13.588,4.208984375
,
13.598,4.19921875
,
13.608,4.204101563
,
13.618,4.208984375
,
13.628,4.21875
,
13.638,4.208984375
,
13.648,4.223632813
,
13.658,4.208984375
,
13.668,4.21875
,
13.678,4.21875
,
13.688,4.228515625
,
13.698,4.21875
,
13.708,4.228515625
,
13.718,4.21875
,
13.728,4.233398438
,
13.738,4.228515625
,
13.748,4.233398438
,
13.758,4.223632813
,
13.768,4.243164063
,
13.778,4.228515625
,
13.788,4.233398438
,
13.798,4.23828125
,
13.809,4.252929688
,
13.819,4.23828125
,
13.828,4.248046875
,
13.838,4.243164063
,
13.849,4.252929688
,
13.859,4.248046875
,
13.869,4.2578125
,
13.879,4.243164063
,
13.889,4.2578125
,
13.899,4.252929688
,
13.909,4.267578125
,
13.919,4.2578125
,
13.929,4.2578125
,
13.939,4.2578125
,
13.949,4.272460938
,
13.959,4.267578125
,
13.969,4.272460938
,
13.979,4.272460938
,
13.989,4.272460938
,
13.999,4.272460938
,
14.009,4.287109375
,
14.019,4.27734375
,
14.029,4.282226563
,
14.039,4.27734375
,
14.049,4.291992188
,
14.059,4.287109375
,
14.069,4.291992188
,
14.079,4.282226563
,
14.089,4.291992188
,
14.099,4.287109375
,
14.109,4.296875
,
14.119,4.282226563
,
14.129,4.306640625
,
14.139,4.296875
,
14.149,4.296875
,
14.159,4.301757813
,
14.169,4.311523438
,
14.179,4.301757813
,
14.189,4.306640625
,
14.199,4.306640625
,
14.209,4.31640625
,
14.219,4.311523438
,
14.229,4.321289063
,
14.239,4.311523438
,
14.249,4.326171875
,
14.259,4.31640625
,
14.269,4.321289063
,
14.279,4.31640625
,
14.289,4.331054688
,
14.299,4.326171875
,
14.309,4.3359375
,
14.319,4.326171875
,
14.329,4.321289063
,
14.339,4.331054688
,
14.349,4.3359375
,
14.359,4.331054688
,
14.37,4.345703125
,
14.38,4.3359375
,
14.39,4.345703125
,
14.4,4.345703125
,
14.41,4.35546875
,
14.42,4.340820313
,
14.43,4.35546875
,
14.44,4.350585938
,
14.45,4.35546875
,
14.46,4.345703125
,
14.47,4.35546875
,
14.48,4.35546875
,
14.49,4.365234375
,
14.5,4.340820313
,
14.51,4.365234375
,
14.52,4.365234375
,
14.53,4.365234375
,
14.54,4.360351563
,
14.55,4.370117188
,
14.56,4.365234375
,
14.57,4.360351563
,
14.58,4.365234375
,
14.59,4.375
,
14.6,4.375
,
14.61,4.379882813
,
14.62,4.365234375
,
14.63,4.370117188
,
14.64,4.379882813
,
14.65,4.384765625
,
14.66,4.389648438
,
14.67,4.389648438
,
14.68,4.379882813
,
14.69,4.384765625
,
14.7,4.389648438
,
14.71,4.399414063
,
14.72,4.39453125
,
14.73,4.39453125
,
14.74,4.39453125
,
14.75,4.399414063
,
14.76,4.39453125
,
14.77,4.404296875
,
14.78,4.399414063
,
14.79,4.409179688
,
14.8,4.404296875
,
14.81,4.4140625
,
14.82,4.404296875
,
14.83,4.409179688
,
14.84,4.4140625
,
14.85,4.4140625
,
14.86,4.4140625
,
14.87,4.423828125
,
14.88,4.423828125
,
14.89,4.418945313
,
14.9,4.418945313
,
14.91,4.428710938
,
14.92,4.428710938
,
14.93,4.423828125
,
14.94,4.4140625
,
14.95,4.43359375
,
14.961,4.438476563
,
14.971,4.443359375
,
14.98,4.43359375
,
14.99,4.438476563
,
15.001,4.438476563
,
15.011,4.443359375
,
15.021,4.443359375
,
15.031,4.443359375
,
15.041,4.443359375
,
15.051,4.453125
,
15.06,4.453125
,
15.071,4.448242188
,
15.081,4.458007813
,
15.091,4.453125
,
15.101,4.458007813
,
15.111,4.453125
,
15.121,4.462890625
,
15.131,4.458007813
,
15.141,4.458007813
,
15.151,4.462890625
,
15.161,4.462890625
,
15.171,4.458007813
,
15.181,4.467773438
,
15.191,4.462890625
,
15.201,4.47265625
,
15.211,4.47265625
,
15.221,4.47265625
,
15.231,4.477539063
,
15.241,4.482421875
,
15.251,4.482421875
,
15.261,4.477539063
,
15.271,4.482421875
,
15.281,4.487304688
,
15.291,4.487304688
,
15.301,4.4921875
,
15.311,4.482421875
,
15.321,4.482421875
,
15.331,4.487304688
,
15.341,4.487304688
,
15.351,4.4921875
,
15.361,4.497070313
,
15.371,4.4921875
,
15.381,4.506835938
,
15.391,4.501953125
,
15.401,4.4921875
,
15.411,4.506835938
,
15.421,4.51171875
,
15.431,4.506835938
,
15.441,4.51171875
,
15.451,4.51171875
,
15.461,4.516601563
,
15.471,4.51171875
,
15.481,4.526367188
,
15.491,4.516601563
,
15.501,4.516601563
,
15.511,4.516601563
,
15.521,4.516601563
,
15.531,4.521484375
,
15.541,4.521484375
,
15.551,4.521484375
,
15.561,4.53125
,
15.571,4.526367188
,
15.581,4.53125
,
15.591,4.53125
,
15.601,4.53125
,
15.611,4.536132813
,
15.621,4.545898438
,
15.631,4.536132813
,
15.641,4.541015625
,
15.651,4.536132813
,
15.661,4.555664063
,
15.671,4.541015625
,
15.681,4.545898438
,
15.691,4.536132813
,
15.701,4.555664063
,
15.711,4.55078125
,
15.721,4.555664063
,
15.731,4.545898438
,
15.741,4.560546875
,
15.751,4.555664063
,
15.761,4.560546875
,
15.771,4.555664063
,
15.781,4.565429688
,
15.791,4.560546875
,
15.801,4.5703125
,
15.811,4.560546875
,
15.821,4.565429688
,
15.831,4.565429688
,
15.841,4.580078125
,
15.851,4.5703125
,
15.861,4.575195313
,
15.872,4.565429688
,
15.881,4.575195313
,
15.891,4.5703125
,
15.901,4.580078125
,
15.912,4.5703125
,
15.922,4.584960938
,
15.932,4.5703125
,
15.942,4.580078125
,
15.952,4.580078125
,
15.962,4.58984375
,
15.972,4.580078125
,
15.982,4.584960938
,
15.992,4.584960938
,
16.002,4.580078125
,
16.012,4.584960938
,
16.022,4.604492188
,
16.032,4.580078125
,
16.042,4.599609375
,
16.052,4.599609375
,
16.062,4.604492188
,
16.072,4.594726563
,
16.082,4.614257813
,
16.092,4.594726563
,
16.102,4.604492188
,
16.112,4.604492188
,
16.122,4.609375
,
16.132,4.609375
,
16.142,4.619140625
,
16.152,4.609375
,
16.162,4.619140625
,
16.172,4.604492188
,
16.182,4.619140625
,
16.192,4.609375
,
16.202,4.624023438
,
16.212,4.614257813
,
16.222,4.624023438
,
16.232,4.624023438
,
16.242,4.62890625
,
16.252,4.619140625
,
16.262,4.633789063
,
16.272,4.62890625
,
16.282,4.62890625
,
16.292,4.62890625
,
16.302,4.633789063
,
16.312,4.62890625
,
16.323,4.633789063
,
16.333,4.62890625
,
16.343,4.643554688
,
16.353,4.638671875
,
16.363,4.6484375
,
16.373,4.638671875
,
16.383,4.643554688
,
16.393,4.638671875
,
16.403,4.643554688
,
16.413,4.643554688
,
16.423,4.653320313
,
16.433,4.638671875
,
16.443,4.653320313
,
16.453,4.653320313
,
16.463,4.6484375
,
16.473,4.643554688
,
16.483,4.653320313
,
16.493,4.653320313
,
16.503,4.663085938
,
16.513,4.663085938
,
16.523,4.658203125
,
16.533,4.663085938
,
16.543,4.66796875
,
16.553,4.663085938
,
16.563,4.672851563
,
16.573,4.66796875
,
16.583,4.66796875
,
16.593,4.66796875
,
16.603,4.672851563
,
16.613,4.66796875
,
16.623,4.682617188
,
16.633,4.672851563
,
16.643,4.672851563
,
16.653,4.677734375
,
16.663,4.6875
,
16.673,4.682617188
,
16.684,4.682617188
,
16.694,4.6875
,
16.704,4.692382813
,
16.714,4.682617188
,
16.724,4.6875
,
16.734,4.6875
,
16.744,4.682617188
,
16.754,4.6875
,
16.764,4.692382813
,
16.774,4.702148438
,
16.784,4.697265625
,
16.794,4.697265625
,
16.804,4.697265625
,
16.814,4.697265625
,
16.825,4.711914063
,
16.835,4.697265625
,
16.845,4.70703125
,
16.855,4.702148438
,
16.865,4.70703125
,
16.876,4.70703125
,
16.886,4.721679688
,
16.896,4.711914063
,
16.906,4.7265625
,
16.916,4.711914063
,
16.927,4.716796875
,
16.937,4.716796875
,
16.947,4.731445313
,
16.957,4.721679688
,
16.967,4.731445313
,
16.978,4.721679688
,
16.988,4.7265625
,
16.998,4.731445313
,
17.008,4.741210938
,
17.018,4.731445313
,
17.029,4.736328125
,
17.039,4.736328125
,
17.049,4.736328125
,
17.059,4.736328125
,
17.069,4.74609375
,
17.08,4.741210938
,
17.09,4.74609375
,
17.1,4.741210938
,
17.11,4.741210938
,
17.12,4.741210938
,
17.131,4.74609375
,
17.141,4.760742188
,
17.151,4.750976563
,
17.161,4.755859375
,
17.171,4.750976563
,
17.181,4.755859375
,
17.192,4.74609375
,
17.202,4.755859375
,
17.212,4.755859375
,
17.222,4.760742188
,
17.232,4.750976563
,
17.243,4.765625
,
17.253,4.74609375
,
17.263,4.765625
,
17.273,4.760742188
,
17.283,4.770507813
,
17.294,4.765625
,
17.304,4.775390625
,
17.314,4.765625
,
17.324,4.775390625
,
17.334,4.765625
,
17.345,4.780273438
,
17.355,4.770507813
,
17.365,4.770507813
,
17.375,4.775390625
,
17.385,4.780273438
,
17.395,4.775390625
,
17.406,4.794921875
,
17.416,4.760742188
,
17.426,4.780273438
,
17.436,4.78515625
,
17.447,4.794921875
,
17.457,4.790039063
,
17.467,4.794921875
,
17.477,4.790039063
,
17.487,4.8046875
,
17.497,4.794921875
,
17.508,4.8046875
,
17.518,4.794921875
,
17.528,4.809570313
,
17.538,4.799804688
,
17.548,4.809570313
,
17.559,4.8046875
,
17.569,4.799804688
,
17.579,4.8046875
,
17.589,4.8046875
,
17.6,4.819335938
,
17.61,4.809570313
,
17.62,4.814453125
,
17.63,4.814453125
,
17.64,4.819335938
,
17.65,4.809570313
,
17.661,4.82421875
,
17.671,4.819335938
,
17.681,4.82421875
,
17.691,4.82421875
,
17.702,4.833984375
,
17.712,4.819335938
,
17.722,4.833984375
,
17.732,4.833984375
,
17.742,4.829101563
,
17.752,4.82421875
,
17.763,4.833984375
,
17.773,4.82421875
,
17.783,4.833984375
,
17.793,4.833984375
,
17.803,4.833984375
,
17.814,4.829101563
,
17.824,4.838867188
,
17.834,4.829101563
,
17.844,4.84375
,
17.854,4.833984375
,
17.865,4.84375
,
17.875,4.838867188
,
17.885,4.853515625
,
17.895,4.838867188
,
17.905,4.848632813
,
17.916,4.838867188
,
17.926,4.853515625
,
17.936,4.853515625
,
17.946,4.86328125
,
17.956,4.853515625
,
17.967,4.86328125
,
17.977,4.858398438
,
17.987,4.86328125
,
17.997,4.858398438
,
18.007,4.873046875
,
18.018,4.858398438
,
18.028,4.868164063
,
18.038,4.868164063
,
18.048,4.868164063
,
18.058,4.873046875
,
18.069,4.877929688
,
18.079,4.873046875
,
18.089,4.8828125
,
18.101,4.8828125
,
18.113,4.877929688
,
18.123,4.873046875
,
18.134,4.873046875
,
18.144,4.877929688
,
18.154,4.873046875
,
18.164,4.8828125
,
18.176,4.877929688
,
18.186,4.892578125
,
18.198,4.892578125
,
18.211,4.892578125
,
18.223,4.887695313
,
18.235,4.892578125
,
18.247,4.90234375
,
18.259,4.897460938
,
18.271,4.897460938
,
18.283,4.90234375
,
18.295,4.897460938
,
18.307,4.907226563
,
18.319,4.907226563
,
18.332,4.907226563
,
18.344,4.90234375
,
18.356,4.912109375
,
18.368,4.912109375
,
18.38,4.921875
,
18.392,4.912109375
,
18.404,4.916992188
,
18.416,4.912109375
,
18.428,4.926757813
,
18.44,4.931640625
,
18.452,4.916992188
,
18.465,4.921875
,
18.477,4.926757813
,
18.489,4.931640625
,
18.501,4.926757813
,
18.513,4.921875
,
18.525,4.936523438
,
18.537,4.931640625
,
18.549,4.946289063
,
18.561,4.931640625
,
18.573,4.936523438
,
18.585,4.94140625
,
18.598,4.946289063
,
18.61,4.94140625
,
18.622,4.946289063
,
18.634,4.936523438
,
18.646,4.94140625
,
18.658,4.936523438
,
18.67,4.956054688
,
18.682,4.951171875
,
18.694,4.951171875
,
18.706,4.9609375
,
18.719,4.9609375
,
18.731,4.956054688
,
18.743,4.956054688
,
18.755,4.9609375
,
18.767,4.970703125
,
18.779,4.965820313
,
18.791,4.965820313
,
18.803,4.9609375
,
18.815,4.956054688
,
18.827,4.970703125
,
18.84,4.98046875
,
18.852,4.965820313
,
18.864,4.975585938
,
18.876,4.970703125
,
18.888,4.985351563
,
18.9,4.990234375
,
18.912,4.98046875
,
18.924,4.985351563
,
18.936,4.98046875
,
18.948,4.990234375
,
18.961,4.995117188
