Time,Voltage
5.722,1.318359375
5.732,1.3232421875
5.742,1.3232421875
5.752,1.328125
5.762,1.3232421875
5.771,1.328125
5.781,1.328125
5.791,1.3330078125
5.801,1.337890625
5.811,1.337890625
5.821,1.337890625
5.831,1.3427734375
5.841,1.3427734375
5.851,1.3427734375
5.86,1.34765625
5.87,1.34765625
5.88,1.34765625
5.89,1.357421875
5.9,1.3525390625
5.91,1.357421875
5.92,1.357421875
5.93,1.357421875
5.94,1.3623046875
5.95,1.3671875
5.96,1.3623046875
5.97,1.3671875
5.979,1.3671875
5.989,1.3720703125
5.999,1.3720703125
6.009,1.376953125
6.019,1.376953125
6.029,1.3818359375
6.039,1.376953125
6.049,1.38671875
6.059,1.3818359375
6.069,1.38671875
6.078,1.38671875
6.088,1.396484375
6.098,1.38671875
6.108,1.396484375
6.118,1.396484375
6.128,1.4013671875
6.138,1.4013671875
6.148,1.40625
6.158,1.40625
6.168,1.4111328125
6.177,1.4111328125
6.187,1.416015625
6.197,1.416015625
6.207,1.4208984375
6.217,1.416015625
6.227,1.4208984375
6.237,1.42578125
6.247,1.42578125
6.257,1.42578125
6.267,1.435546875
6.276,1.4306640625
6.286,1.4404296875
6.296,1.435546875
6.306,1.4453125
6.316,1.4404296875
6.326,1.4501953125
6.336,1.4453125
6.346,1.4501953125
6.356,1.4501953125
6.366,1.4501953125
6.375,1.455078125
6.385,1.4599609375
6.395,1.455078125
6.405,1.4599609375
6.415,1.46484375
6.425,1.46484375
6.435,1.4697265625
6.445,1.4697265625
6.455,1.4697265625
6.465,1.4697265625
6.474,1.474609375
6.484,1.4697265625
6.494,1.4794921875
6.504,1.474609375
6.514,1.484375
6.524,1.4794921875
6.534,1.4892578125
6.544,1.4794921875
6.554,1.4892578125
6.563,1.4892578125
6.573,1.4892578125
6.583,1.4892578125
6.593,1.494140625
6.603,1.4892578125
6.613,1.4990234375
6.623,1.494140625
6.633,1.4990234375
6.643,1.4990234375
6.653,1.50390625
6.663,1.4990234375
6.672,1.50390625
6.682,1.50390625
6.692,1.50390625
6.702,1.50390625
6.712,1.513671875
6.722,1.5087890625
6.732,1.513671875
6.742,1.513671875
6.752,1.513671875
6.761,1.513671875
6.771,1.5185546875
6.781,1.5185546875
6.791,1.5185546875
6.801,1.5234375
6.811,1.5234375
6.821,1.5234375
6.831,1.5283203125
6.841,1.5283203125
6.851,1.533203125
6.86,1.533203125
6.87,1.5380859375
6.88,1.5380859375
6.89,1.54296875
6.9,1.5380859375
6.91,1.54296875
6.92,1.54296875
6.93,1.54296875
6.94,1.5478515625
6.95,1.5478515625
6.96,1.552734375
6.969,1.552734375
6.979,1.552734375
6.989,1.552734375
6.999,1.5576171875
7.009,1.5625
7.019,1.5625
7.029,1.5673828125
7.039,1.5625
7.049,1.5673828125
7.059,1.572265625
7.069,1.572265625
7.078,1.572265625
7.088,1.5771484375
7.098,1.5771484375
7.108,1.5771484375
7.118,1.58203125
7.128,1.58203125
7.138,1.5869140625
7.148,1.591796875
7.158,1.5869140625
7.168,1.591796875
7.177,1.591796875
7.187,1.5966796875
7.197,1.5966796875
7.207,1.6015625
7.217,1.6015625
7.227,1.6064453125
7.237,1.6064453125
7.247,1.611328125
7.257,1.6064453125
7.266,1.6162109375
7.276,1.611328125
7.286,1.6162109375
7.296,1.6162109375
7.306,1.62109375
7.316,1.62109375
7.326,1.630859375
7.336,1.6259765625
7.346,1.6357421875
7.356,1.630859375
7.366,1.640625
7.375,1.6357421875
7.385,1.6455078125
7.395,1.6357421875
7.405,1.650390625
7.415,1.640625
7.425,1.650390625
7.435,1.6455078125
7.445,1.6552734375
7.455,1.650390625
7.464,1.6552734375
7.474,1.6552734375
7.484,1.6650390625
7.494,1.66015625
7.504,1.669921875
7.514,1.6650390625
7.524,1.669921875
7.534,1.6748046875
7.544,1.669921875
7.554,1.6748046875
7.563,1.6748046875
7.573,1.6796875
7.583,1.6748046875
7.593,1.6845703125
7.603,1.6796875
7.613,1.6845703125
7.623,1.6845703125
7.633,1.689453125
7.643,1.6845703125
7.652,1.6943359375
7.662,1.6845703125
7.672,1.6943359375
7.682,1.6943359375
7.692,1.69921875
7.702,1.6943359375
7.712,1.7041015625
7.722,1.6943359375
7.732,1.7041015625
7.742,1.69921875
7.752,1.7041015625
7.761,1.7041015625
7.771,1.708984375
7.781,1.7041015625
7.791,1.708984375
7.801,1.708984375
7.811,1.7138671875
7.821,1.708984375
7.831,1.7138671875
7.841,1.7138671875
7.851,1.71875
7.86,1.7138671875
7.87,1.71875
7.88,1.71875
7.89,1.7236328125
7.9,1.71875
7.91,1.7236328125
7.92,1.7236328125
7.93,1.728515625
7.94,1.728515625
7.95,1.728515625
7.959,1.7333984375
7.969,1.7333984375
7.979,1.7333984375
7.989,1.73828125
7.999,1.73828125
8.009,1.73828125
8.019,1.7431640625
8.029,1.7431640625
8.039,1.7431640625
8.049,1.748046875
8.059,1.748046875
8.069,1.748046875
8.078,1.7529296875
8.088,1.7529296875
8.098,1.7529296875
8.108,1.7578125
8.118,1.7578125
8.128,1.7626953125
8.138,1.7578125
8.148,1.7626953125
8.158,1.7626953125
8.168,1.767578125
8.178,1.767578125
8.188,1.767578125
8.198,1.7724609375
8.208,1.7724609375
8.217,1.7724609375
8.227,1.77734375
8.237,1.77734375
8.247,1.7822265625
8.257,1.7822265625
8.267,1.7822265625
8.277,1.7822265625
8.287,1.787109375
8.297,1.787109375
8.307,1.7919921875
8.317,1.7919921875
8.327,1.796875
8.336,1.7919921875
8.346,1.796875
8.356,1.796875
8.366,1.8017578125
8.376,1.8017578125
8.386,1.806640625
8.396,1.806640625
8.405,1.8115234375
8.415,1.8115234375
8.425,1.8212890625
8.434,1.81640625
8.444,1.826171875
8.454,1.826171875
8.463,1.8359375
8.473,1.8310546875
8.482,1.8359375
8.492,1.8359375
8.502,1.8359375
8.511,1.8408203125
8.521,1.8359375
8.531,1.8408203125
8.54,1.8359375
8.55,1.8408203125
8.56,1.8359375
8.569,1.845703125
8.579,1.8359375
8.588,1.8408203125
8.598,1.8408203125
8.608,1.8408203125
8.617,1.845703125
8.627,1.8505859375
8.637,1.8505859375
8.646,1.8505859375
8.656,1.8505859375
8.665,1.85546875
8.675,1.85546875
8.685,1.865234375
8.694,1.8603515625
8.704,1.8701171875
8.714,1.865234375
8.723,1.875
8.733,1.875
8.743,1.8798828125
8.752,1.8798828125
8.762,1.884765625
8.771,1.8896484375
8.781,1.875
8.791,1.8896484375
8.8,1.884765625
8.81,1.89453125
8.82,1.8896484375
8.829,1.8896484375
8.839,1.8798828125
8.849,1.884765625
8.858,1.884765625
8.868,1.8994140625
8.878,1.904296875
8.887,1.875
8.897,1.8701171875
8.907,1.8603515625
8.916,1.8603515625
8.926,1.8603515625
8.935,1.8603515625
8.945,1.8701171875
8.955,1.865234375
8.964,1.875
8.974,1.8701171875
8.984,1.8798828125
8.993,1.8798828125
9.003,1.8896484375
9.013,1.8896484375
9.022,1.904296875
9.032,1.9091796875
9.041,1.904296875
9.051,1.904296875
9.061,1.8994140625
9.07,1.904296875
9.08,1.8994140625
